UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	H0YCM5	ENSG00000135365
	H0YCI1	ENSG00000135365
	E9PLU5	ENSG00000135365
	A0A1B0GX09	ENSG00000135365
	E9PQM3	ENSG00000135365
	E9PLV4	ENSG00000135365
	E9PR02	ENSG00000135365
	E9PNW9	ENSG00000135365
	E9PNN4	ENSG00000135365
	A0A1D5RMU1	ENSG00000135365
Q17RP2		ENSG00000164296
Q9H2C1		ENSG00000089116
	F8VZG6	ENSG00000166704
Q8WXB4	F8W1C8	ENSG00000166704
Q8WXB4	A0A024R4S7	ENSG00000166704
	F8VVX5	ENSG00000166704
	F8VZC9	ENSG00000166704
	F8W1H2	ENSG00000166704
Q9H2S9		ENSG00000123411
	A0A0G2JL44	ENSG00000123411
	F8VW19	ENSG00000123411
	F8VPL6	ENSG00000123411
	A0A669KAX1	ENSG00000137309
P17096		ENSG00000137309
P17096	Q5T6U8	ENSG00000137309
	A0A994J434	ENSG00000137309
	A0A994J705	ENSG00000137309
Q8NFU7		ENSG00000138336
P31629		ENSG00000010818
	A0A994J6P4	ENSG00000010818
	A0A994J481	ENSG00000010818
	A0A994J742	ENSG00000010818
	A0A994J411	ENSG00000010818
P61244		ENSG00000125952
	A0A494C130	ENSG00000125952
P61244	A0A024R682	ENSG00000125952
	G3V2N4	ENSG00000125952
	G3V570	ENSG00000125952
	G3V5L1	ENSG00000125952
	G3V302	ENSG00000125952
	Q6V3B1	ENSG00000125952
	G3V563	ENSG00000125952
	G3V2R5	ENSG00000125952
Q99687	A0A024R0S2	ENSG00000105419
	H3BLU4	ENSG00000105419
Q99687	A0A024R0W2	ENSG00000105419
	H0YMV2	ENSG00000105419
	Q59FK5	ENSG00000105419
	H0YNA8	ENSG00000105419
Q99687		ENSG00000105419
	U3KQJ9	ENSG00000105419
	H0YLL0	ENSG00000105419
	U3KQV2	ENSG00000105419
O95238		ENSG00000124664
Q8IVH2		ENSG00000137166
	B7ZBM3	ENSG00000137166
O75364		ENSG00000107859
	H7BXG6	ENSG00000118156
Q9H0D2		ENSG00000118156
	M0R167	ENSG00000118156
	A0A0G2UM11	ENSG00000128604
Q13568	C9JAU6	ENSG00000128604
Q13568		ENSG00000128604
	C9J7M2	ENSG00000128604
	C9JYP7	ENSG00000128604
	F8WDH6	ENSG00000128604
	C9JB67	ENSG00000128604
	A0A0J9YVN9	ENSG00000105261
O00110		ENSG00000105261
	E5RGF6	ENSG00000104221
Q9HAW0		ENSG00000104221
		ENSG00000104221
	E5RGX1	ENSG00000104221
P06401		ENSG00000082175
	Q8NG44	ENSG00000082175
	Q8NG42	ENSG00000082175
	Q8NG45	ENSG00000082175
	A0A0J9YVP1	ENSG00000082175
Q5TGY3		ENSG00000126705
Q9H5V7		ENSG00000095574
O95243		ENSG00000129071
	D6RBI7	ENSG00000129071
	Q3KNT2	ENSG00000105672
O00321		ENSG00000105672
	K7ERX2	ENSG00000105672
	S4R454	ENSG00000105672
O15409		ENSG00000128573
	F8WDL6	ENSG00000128573
	A0A0U1RQY3	ENSG00000128573
	A0A994J3Y0	ENSG00000128573
	A0A994J6W1	ENSG00000128573
	A0A0U1RQM2	ENSG00000128573
	A0A0U1RQR8	ENSG00000128573
	A0A0U1RQE0	ENSG00000128573
	Q75MZ5	ENSG00000128573
O15409	X5D2H2	ENSG00000128573
	A8MUV4	ENSG00000128573
	A8MTU2	ENSG00000128573
	C9JQP8	ENSG00000128573
	Q8N6B5	ENSG00000128573
	Q0PRL4	ENSG00000128573
	A0A0U1RQE6	ENSG00000128573
	A0A994J6H2	ENSG00000128573
	D6RAV4	ENSG00000112200
	D6RIA1	ENSG00000112200
Q9Y4E5		ENSG00000112200
	Q5VVE8	ENSG00000112200
	Q5VVF0	ENSG00000112200
	D6RAS1	ENSG00000112200
	E9PH99	ENSG00000112200
	D6RB93	ENSG00000112200
	D6REC5	ENSG00000112200
O94916		ENSG00000102908
	A0A494C020	ENSG00000102908
	H3BP21	ENSG00000102908
	A0A499FIS8	ENSG00000102908
	J3QKS5	ENSG00000102908
	A0A499FJX5	ENSG00000102908
	J3KRL6	ENSG00000102908
Q9H334	Q548T7	ENSG00000114861
Q9H334		ENSG00000114861
	A0A3B3IRS5	ENSG00000114861
	H0Y882	ENSG00000114861
Q9H334	A0A3B3IST0	ENSG00000114861
	A0A0B4J2F3	ENSG00000114861
	G5E965	ENSG00000114861
	A0A3B3IT66	ENSG00000114861
	A0A3B3IRW5	ENSG00000114861
	A0A3B3IT14	ENSG00000114861
	A0A3B3IU15	ENSG00000114861
	A0A3B3IST0	ENSG00000114861
	A0A3B3IU08	ENSG00000114861
	C9J0F0	ENSG00000114861
Q9H334	A0A3B3IST6	ENSG00000114861
	A0A3B3IS87	ENSG00000114861
	A0A3B3IUB6	ENSG00000114861
	A0A3B3ISA4	ENSG00000114861
	C9J5T4	ENSG00000114861
	A0A3B3IT26	ENSG00000114861
	A0A087X2G3	ENSG00000114861
	C9IYY1	ENSG00000114861
	A0A3B3IRY1	ENSG00000114861
	A0A3B3ISQ7	ENSG00000114861
	A0A3B3ITZ4	ENSG00000114861
	A0A3B3IRL7	ENSG00000114861
Q9NP71		ENSG00000009950
	A0A0C4DG26	ENSG00000009950
	C9JDF5	ENSG00000009950
	H7C1V3	ENSG00000009950
	A0A7P0Z421	ENSG00000118217
	A0A7P0TAF2	ENSG00000118217
P18850		ENSG00000118217
	A0A7P0TAH1	ENSG00000118217
	A0A7P0TB89	ENSG00000118217
	A0A7P0T992	ENSG00000118217
	A0A7P0TAD1	ENSG00000118217
	A0A7P0T9H5	ENSG00000118217
	A0A7P0TAB8	ENSG00000118217
	A0A7P0T8Y1	ENSG00000118217
	A0A7P0T9V3	ENSG00000118217
	A0A7P0TAI7	ENSG00000118217
	A0A7P0T8R5	ENSG00000118217
	A0A7P0Z4I7	ENSG00000118217
P78426		ENSG00000163623
	F8VWZ9	ENSG00000163623
O43711		ENSG00000164438
Q16656	A0A024R770	ENSG00000106459
	C9JP85	ENSG00000106459
Q16656	A0A024R774	ENSG00000106459
P17017		ENSG00000105708
	K7ESE7	ENSG00000018869
	K7EKI7	ENSG00000018869
Q96NG8	A0A024R4P7	ENSG00000018869
	A0A075B772	ENSG00000018869
	A0A075B771	ENSG00000018869
P13056	H9NIM2	ENSG00000120798
	H0YIV1	ENSG00000120798
	A0A087WUK4	ENSG00000120798
	H0YHC6	ENSG00000120798
P13056	H9NIM3	ENSG00000120798
P13056		ENSG00000120798
	F8W1Q1	ENSG00000120798
O60519		ENSG00000111269
	H0YL71	ENSG00000166949
P84022	A0A024R5Z3	ENSG00000166949
	H3BQ00	ENSG00000166949
		ENSG00000166949
P84022		ENSG00000166949
	H0YMY0	ENSG00000166949
	H3BP09	ENSG00000166949
	H3BVD1	ENSG00000166949
	H0YMP2	ENSG00000166949
	H0YNV1	ENSG00000166949
	H0YKE2	ENSG00000166949
Q63HK3		ENSG00000155592
	H3BQ35	ENSG00000155592
Q9Y2N7		ENSG00000124440
	E9PNQ7	ENSG00000124440
	E9PJR0	ENSG00000124440
	E9PLC8	ENSG00000124440
	H0YDZ5	ENSG00000124440
	M0R104	ENSG00000124440
	H0YE02	ENSG00000124440
P53567		ENSG00000153879
Q9HD90		ENSG00000123307
	H3BSL4	ENSG00000167967
Q66K89		ENSG00000167967
	H3BUJ7	ENSG00000167967
	H3BQZ4	ENSG00000167967
	H3BN24	ENSG00000167967
Q15853		ENSG00000105698
	V9GYR5	ENSG00000105698
	B4DLJ1	ENSG00000105698
	M0QY46	ENSG00000105698
	M0R1C6	ENSG00000105698
	M0QXT0	ENSG00000105698
	M0QZ39	ENSG00000105698
	M0QYU7	ENSG00000105698
Q8N187	A0A024R405	ENSG00000138380
Q8N187		ENSG00000138380
	C9JZ91	ENSG00000138380
	C9JCD6	ENSG00000138380
	F6SXV3	ENSG00000138380
	C9JBK9	ENSG00000138380
	F8WC01	ENSG00000138380
	C9JSN4	ENSG00000138380
	C9JL40	ENSG00000138380
	C9JT99	ENSG00000138380
	A0A1B0GX63	ENSG00000138380
	C9JZI6	ENSG00000138380
	C9JI92	ENSG00000138380
	C9JN29	ENSG00000138380
	F8WDW1	ENSG00000138380
	F8WDH0	ENSG00000138380
	A0A994J3W4	ENSG00000118418
Q15651		ENSG00000118418
	A0A087WZE9	ENSG00000118418
	A0A9L9PXC9	ENSG00000118418
	A0A9L9PY81	ENSG00000118418
	A0A9L9PXD4	ENSG00000118418
	F8VVF3	ENSG00000135148
O14545	A0A024RBK4	ENSG00000135148
	F8VWK2	ENSG00000135148
	S4R2Z9	ENSG00000135148
O14545		ENSG00000135148
	F8VNX8	ENSG00000135148
Q16633		ENSG00000110777
	E9PKH4	ENSG00000110777
Q8IXT2		ENSG00000142025
	M0R2D7	ENSG00000142025
	B4DX56	ENSG00000142025
	M0R1Z9	ENSG00000142025
	M0QZH7	ENSG00000142025
Q9P016	A0A024R3M1	ENSG00000151500
Q9P016		ENSG00000151500
	I3L146	ENSG00000108509
O94983		ENSG00000108509
	I3L3W6	ENSG00000108509
	I3L3V0	ENSG00000108509
	I3L2A1	ENSG00000108509
	C9JBE8	ENSG00000059728
Q05195		ENSG00000059728
	F8WBI0	ENSG00000059728
	H3BUU7	ENSG00000105392
O43186		ENSG00000105392
	A0A087WTS9	ENSG00000105392
Q9Y483	B4DZG1	ENSG00000143033
Q9Y483		ENSG00000143033
Q9UKN5	A0A024RBM7	ENSG00000110851
	F8VZQ2	ENSG00000110851
	H0YIF6	ENSG00000110851
	F8VRG2	ENSG00000110851
P56270		ENSG00000103495
	H3BTS8	ENSG00000103495
	I3L4D3	ENSG00000103495
	H3BRC5	ENSG00000103495
	I3L2Z5	ENSG00000103495
	H3BQI4	ENSG00000103495
	H3BQS2	ENSG00000103495
	I3L4Y2	ENSG00000103495
	H3BPU3	ENSG00000103495
	I3L411	ENSG00000103495
	I3L0M3	ENSG00000103495
Q9NQV8	A0A024RDC4	ENSG00000152784
	E9PEH0	ENSG00000152784
	I3L2X3	ENSG00000006194
	I3L0N0	ENSG00000006194
	I3NI39	ENSG00000006194
	D3DUC1	ENSG00000006194
O14978		ENSG00000006194
	I3L393	ENSG00000006194
	A0A8Q3SIR0	ENSG00000167840
	I3L4J6	ENSG00000167840
Q9UNY5		ENSG00000167840
	A0A8Q3SIT7	ENSG00000167840
	I3L4H6	ENSG00000167840
	A0A669KB47	ENSG00000167840
P35453		ENSG00000128714
P31277		ENSG00000128713
P28358		ENSG00000128710
P28356		ENSG00000128709
Q9GZZ0		ENSG00000128645
	C9J1M3	ENSG00000128652
P31249		ENSG00000128652
Q15928		ENSG00000131127
	D6RIY0	ENSG00000131127
	D6RB60	ENSG00000131127
Q12800	A0A024R120	ENSG00000135457
	A0A8I5KWR0	ENSG00000135457
	F8VX55	ENSG00000135457
Q12800		ENSG00000135457
	F8VWL0	ENSG00000135457
Q6ZRS2	C9J4U4	ENSG00000080603
Q6ZRS2		ENSG00000080603
	A0A087X0E3	ENSG00000080603
Q9NPC7		ENSG00000085274
	R4GMT1	ENSG00000085274
Q9NRY4		ENSG00000160007
Q99742		ENSG00000130751
	M0R2M8	ENSG00000130751
	M0R1R8	ENSG00000130751
	M0QX32	ENSG00000130751
	D6RIV7	ENSG00000104856
	D6R992	ENSG00000104856
Q01201		ENSG00000104856
	A0A8V8TQY2	ENSG00000104856
	K7ERX9	ENSG00000104856
P10826		ENSG00000077092
	A0A8I5KVN9	ENSG00000077092
P10826	D6RBI3	ENSG00000077092
P10826	Q5QHG3	ENSG00000077092
	A0A8I5KWP3	ENSG00000077092
	A0A8I5KVP8	ENSG00000077092
	A0A8I5KVJ9	ENSG00000077092
P10826	F1D8S6	ENSG00000077092
	A0A8I5KXT3	ENSG00000077092
	A0A8I5KNZ0	ENSG00000077092
	A0A8I5KXD0	ENSG00000077092
	A0A8I5KSR9	ENSG00000077092
	A0A8I5KUH8	ENSG00000077092
	A0A8I5KQX3	ENSG00000077092
Q8NHM5		ENSG00000089094
	A0A0C4DGG3	ENSG00000089094
	F5H0A1	ENSG00000089094
	S4R3G4	ENSG00000089094
	F8WBN2	ENSG00000089094
	F5H4X4	ENSG00000089094
	F5H4A7	ENSG00000089094
	F5H6N6	ENSG00000089094
	F5H5W7	ENSG00000089094
	F5GXW2	ENSG00000089094
	F5H7T7	ENSG00000089094
	F5GXC2	ENSG00000089094
P26367	F1T0F8	ENSG00000007372
	A0A1W2PRA8	ENSG00000007372
P26367	Q66SS1	ENSG00000007372
	A0A1W2PRH6	ENSG00000007372
	A0A1W2PQG7	ENSG00000007372
	A0A1W2PSB5	ENSG00000007372
	A0A1W2PS91	ENSG00000007372
	A0A1W2PQM7	ENSG00000007372
	A0A1W2PRG3	ENSG00000007372
	B1B1I9	ENSG00000007372
	A0A1W2PPH0	ENSG00000007372
	A0A1W2PRA4	ENSG00000007372
	A0A1W2PQA8	ENSG00000007372
	A0A1W2PPJ2	ENSG00000007372
	E9PKM0	ENSG00000007372
	A0A1W2PNS7	ENSG00000007372
	A0A1W2PQW3	ENSG00000007372
	A0A1W2PQ31	ENSG00000007372
	A0A1W2PSA8	ENSG00000007372
	A0A1W2PRU4	ENSG00000007372
	A0A1W2PP27	ENSG00000007372
	A0A1X7SBT0	ENSG00000007372
	A0A1W2PP89	ENSG00000007372
	A0A1W2PRW7	ENSG00000007372
	A0A1W2PPG3	ENSG00000007372
	B1B1I8	ENSG00000007372
	A0A1W2PQG3	ENSG00000007372
	A0A1W2PPM5	ENSG00000007372
	A0A1W2PQL7	ENSG00000007372
	D1KF47	ENSG00000007372
	A0A1W2PPN2	ENSG00000007372
	A0A1W2PQJ8	ENSG00000007372
	A0A1W2PRS6	ENSG00000007372
	B1B1J0	ENSG00000007372
	A0A1W2PR58	ENSG00000007372
Q13562	A0A0S2Z493	ENSG00000162992
O43316		ENSG00000106331
	A0A1W2PPX4	ENSG00000106331
	J3KPG0	ENSG00000106331
Q99459		ENSG00000096401
Q15319		ENSG00000091010
	I3L2V8	ENSG00000085644
O14771	A0A0S2Z4L6	ENSG00000085644
	I3L473	ENSG00000085644
	I3L1Z4	ENSG00000085644
	I3L216	ENSG00000085644
Q8N228		ENSG00000146285
	A0A0B4J1S9	ENSG00000146285
	Q5T0T5	ENSG00000146285
	K7EMU8	ENSG00000130816
P26358		ENSG00000130816
	A0A7I2V311	ENSG00000130816
	A0A7I2V3F8	ENSG00000130816
	A0A7I2V2G5	ENSG00000130816
	A0A7I2V5F6	ENSG00000130816
	A0A7I2YQA8	ENSG00000130816
	A0A7I2YQQ0	ENSG00000130816
	K7ENW7	ENSG00000130816
	A0A7I2V490	ENSG00000130816
	A0A7I2V5F1	ENSG00000130816
	A0A7I2V5D0	ENSG00000130816
	K7EP77	ENSG00000130816
	K7EIZ6	ENSG00000130816
	K7ENQ6	ENSG00000130816
	K7EJL0	ENSG00000130816
	K7ELB1	ENSG00000130816
	K7ERQ1	ENSG00000130816
	K7ER10	ENSG00000130816
	K7EKC3	ENSG00000130816
Q15788		ENSG00000084676
	B5MCN7	ENSG00000084676
	Q5TF93	ENSG00000135547
Q9UBP5		ENSG00000135547
Q8N883		ENSG00000142556
	M0R1H2	ENSG00000142556
	M0QYG4	ENSG00000142556
Q8N9Z0		ENSG00000167554
	M0QYM6	ENSG00000167554
Q3MIS6		ENSG00000167555
	F8WAL3	ENSG00000167555
	C9JLS3	ENSG00000167555
	C9K0H2	ENSG00000167555
		ENSG00000167555
	A0A1D5RMT7	ENSG00000167555
	M0QZG9	ENSG00000167555
	M0QXZ2	ENSG00000167555
	J3KQN0	ENSG00000167555
Q6VUC0		ENSG00000116819
O15353	J3KRT9	ENSG00000109101
O15353		ENSG00000109101
	A0A087WYF4	ENSG00000089335
	D6RA23	ENSG00000089335
	V9GYY2	ENSG00000089335
	B4DMN2	ENSG00000089335
Q9NR11		ENSG00000089335
	D6RAM0	ENSG00000089335
	E7EVR1	ENSG00000089335
	D6R9Q0	ENSG00000089335
Q96NL3		ENSG00000153896
	A0A669KB57	ENSG00000153896
	K7EJP3	ENSG00000153896
P50549		ENSG00000006468
	B5MCT2	ENSG00000006468
P50549	C9JX69	ENSG00000006468
P50549	C9JQH6	ENSG00000006468
	F8WEH6	ENSG00000006468
	C9J4P4	ENSG00000006468
	C9J9L1	ENSG00000006468
	C9J0B7	ENSG00000006468
Q5JVG8		ENSG00000081665
	K7ERD9	ENSG00000081665
	K7EIG2	ENSG00000081665
	K7ENQ3	ENSG00000081665
	K7ERD0	ENSG00000081665
	K7EIP5	ENSG00000081665
	F5H490	ENSG00000081665
	K7EPH5	ENSG00000120784
Q9Y2G7	D3Y2A0	ENSG00000120784
	K7EMM3	ENSG00000120784
	K7EK76	ENSG00000120784
		ENSG00000120784
	A0A1W2PRX5	ENSG00000161551
Q9BSK1		ENSG00000161551
Q9BSK1	A0A024R4N6	ENSG00000161551
Q9BSK1	A0A1W2PQ54	ENSG00000161551
	A0A1W2PS72	ENSG00000161551
	A0A1W2PRW0	ENSG00000161551
	A0A1W2PRB6	ENSG00000161551
	A0A1W2PPU1	ENSG00000161551
	A0A1W2PPW0	ENSG00000161551
Q96EG3		ENSG00000152475
P52740		ENSG00000131849
O75467	A0A024R4R8	ENSG00000083812
	M0R1C8	ENSG00000083812
	M0R202	ENSG00000083838
	M0R034	ENSG00000083838
Q9NWS9		ENSG00000083838
	A0A0A0MR84	ENSG00000083838
P18146	Q546S1	ENSG00000120738
Q5T5D7		ENSG00000117010
	Q5T5D9	ENSG00000117010
	Q5T5D8	ENSG00000117010
Q96K62	A0A024R4T8	ENSG00000119574
	M0QZ57	ENSG00000119574
	M0R1I4	ENSG00000119574
	B3KRF7	ENSG00000106261
P17029		ENSG00000106261
	E9PC66	ENSG00000106261
	C9JRM9	ENSG00000106261
P17036		ENSG00000166526
	Q86U76	ENSG00000166526
	C9J5S8	ENSG00000166526
	C9JK31	ENSG00000166526
	C9JE35	ENSG00000166526
	F8WA60	ENSG00000166526
P10242		ENSG00000118513
	Q708E3	ENSG00000118513
	Q708E6	ENSG00000118513
P10242	Q708E8	ENSG00000118513
P10242	Q708E5	ENSG00000118513
	A0A087WTI6	ENSG00000118513
P10242	Q708E9	ENSG00000118513
	E9PLN0	ENSG00000118513
	E9PMQ0	ENSG00000118513
	E9PP87	ENSG00000118513
	E9PJF1	ENSG00000118513
	E9PMZ0	ENSG00000118513
	E9PNH6	ENSG00000118513
	E9PN43	ENSG00000118513
	E9PN92	ENSG00000118513
	E9PJT2	ENSG00000118513
	E9PIW4	ENSG00000118513
	E9PPR4	ENSG00000118513
	E9PQQ2	ENSG00000118513
	E9PPL8	ENSG00000118513
	E9PKZ3	ENSG00000118513
	E9PJ96	ENSG00000118513
	A0A0C4DG19	ENSG00000118513
	H0YCN6	ENSG00000118513
Q13487		ENSG00000104976
	M0QXY9	ENSG00000104976
	M0R1L8	ENSG00000104976
	B4DQF0	ENSG00000125347
P10914	Q6FHN8	ENSG00000125347
	A0A7P0TAL6	ENSG00000125347
	A0A7P0TAJ7	ENSG00000125347
	A0A7P0T8P0	ENSG00000125347
	A0A7P0T9W2	ENSG00000125347
	A0A7P0TBA1	ENSG00000125347
	X5D3F6	ENSG00000125347
	A0A7P0TAD7	ENSG00000125347
	A0A7P0Z474	ENSG00000125347
	A0A7P0TBL0	ENSG00000125347
	A0A7P0Z4G2	ENSG00000125347
	A0A7P0T7Z4	ENSG00000125347
	V9P921	ENSG00000125347
	A0A7P0TAY3	ENSG00000125347
	A0A7P0T8F2	ENSG00000125347
	A0A7P0T9Q9	ENSG00000125347
	A0A7P0TAS9	ENSG00000125347
	C9J9C5	ENSG00000125347
	C9JD95	ENSG00000125347
	A0A7P0TAS4	ENSG00000125347
	F8WCM1	ENSG00000125347
	R4GNI0	ENSG00000125347
	A0A7P0T8D8	ENSG00000125347
	A0A7P0TAU2	ENSG00000125347
	A0A7P0TAZ9	ENSG00000125347
P17040		ENSG00000121903
	H7C1K8	ENSG00000116809
Q13105		ENSG00000116809
	H0Y6X2	ENSG00000116809
	K7EJN4	ENSG00000071564
P15923		ENSG00000071564
	K7EKB9	ENSG00000071564
	K7ERZ7	ENSG00000071564
	X6REB3	ENSG00000071564
	K7EPS2	ENSG00000071564
	A0A0A0MTS0	ENSG00000071564
	A0A994J7B2	ENSG00000071564
	K7EMM4	ENSG00000071564
	K7ENH8	ENSG00000071564
	A0A494C1R3	ENSG00000071564
	K7EK65	ENSG00000071564
	K7EPH6	ENSG00000071564
	K7ELF3	ENSG00000071564
	K7ENI0	ENSG00000071564
Q96BR9		ENSG00000160062
	D3DPQ1	ENSG00000160062
Q9C0J9	A0A024RAV8	ENSG00000123095
		ENSG00000005513
P57073		ENSG00000005513
	H3BPG6	ENSG00000167962
	H3BR87	ENSG00000167962
	H3BPF3	ENSG00000167962
P15336		ENSG00000115966
	B8ZZU6	ENSG00000115966
	H7C2N6	ENSG00000115966
	E9PBF9	ENSG00000115966
	F2Z2K2	ENSG00000115966
	E9PEK8	ENSG00000115966
	C9JCI8	ENSG00000115966
Q9UJU3		ENSG00000062370
	K7EN57	ENSG00000062370
	K7ENS0	ENSG00000062370
	K7EIR6	ENSG00000062370
	K7EQV5	ENSG00000062370
Q9UJW8		ENSG00000167384
	A0A0A0MP75	ENSG00000167384
	G5E9B8	ENSG00000167384
	K7EMI5	ENSG00000167384
	K7ES30	ENSG00000167384
	K7EQP0	ENSG00000167384
Q96S65	A0A024R2U8	ENSG00000144655
	V9GZ02	ENSG00000151702
	A0A8V8TM04	ENSG00000151702
Q01543		ENSG00000151702
	V9GY62	ENSG00000151702
Q01543	A0A024R3K4	ENSG00000151702
Q01543	A0A024R3M5	ENSG00000151702
	A0A0A0MSR4	ENSG00000151702
Q01543	A0A024R3N6	ENSG00000151702
Q9UIF8		ENSG00000123636
	H7C1I6	ENSG00000123636
	H7BXK5	ENSG00000123636
	H7C092	ENSG00000123636
	F6VJC3	ENSG00000123636
	C9JCA6	ENSG00000123636
P15918		ENSG00000166349
		ENSG00000152926
Q03924		ENSG00000152926
Q96IT1		ENSG00000162714
	A0A0C4DGR5	ENSG00000162714
	F8VS03	ENSG00000123268
	F8VRN2	ENSG00000123268
P18846		ENSG00000123268
	F8VYE5	ENSG00000123268
	F8VYN3	ENSG00000123268
	E5RHE0	ENSG00000063438
	E5RFG4	ENSG00000063438
	A0A7I2PK40	ENSG00000063438
	A0A494BZY4	ENSG00000063438
	G3V143	ENSG00000063438
	E5RGQ2	ENSG00000063438
	D6RE68	ENSG00000063438
	H0YA43	ENSG00000063438
Q9P0K8		ENSG00000065970
P23511		ENSG00000001167
P23511	A0A024RD22	ENSG00000001167
Q5T0B9		ENSG00000160094
	F5H055	ENSG00000160094
	C9JZF8	ENSG00000095951
		ENSG00000095951
	C9J2N3	ENSG00000095951
P15822		ENSG00000095951
	A0A0D9SFF3	ENSG00000095951
	C9JLG1	ENSG00000095951
	C9JAW2	ENSG00000095951
	C9JZV1	ENSG00000095951
	H7BYU7	ENSG00000095951
P78545	A0A024R974	ENSG00000163435
	Q5SR36	ENSG00000163435
P47902		ENSG00000113722
Q14151		ENSG00000130254
	K7EQU4	ENSG00000130254
	K7ERX3	ENSG00000130254
Q9H1K0		ENSG00000131381
	H7C204	ENSG00000131381
	F8WE50	ENSG00000131381
	C9JZZ1	ENSG00000131381
	D6RD50	ENSG00000131381
P41162		ENSG00000117036
Q8WYA1		ENSG00000029153
	H0Y5R1	ENSG00000029153
Q8N7M2		ENSG00000167637
	K7ESH0	ENSG00000167637
	A0A494C0U8	ENSG00000167637
	K7EL69	ENSG00000167637
	Q4G0N1	ENSG00000167637
Q02386		ENSG00000124459
	K7EPV5	ENSG00000124459
	A0A5H1ZRS7	ENSG00000159905
Q9UK13		ENSG00000159905
O15156		ENSG00000160685
	H9ZYJ3	ENSG00000167625
Q8TF50	H9ZYJ3	ENSG00000167625
	M0R395	ENSG00000167625
	B4DXU5	ENSG00000025434
Q13133		ENSG00000025434
	B5MBY7	ENSG00000025434
	E9PLL4	ENSG00000025434
	C9JJ16	ENSG00000025434
	E9PPA1	ENSG00000025434
	C9J4R0	ENSG00000025434
	C9JTS4	ENSG00000025434
	C9J2C8	ENSG00000025434
	C9JCS0	ENSG00000025434
	F8WEY6	ENSG00000025434
	C9JEC2	ENSG00000025434
	C9JBS2	ENSG00000025434
Q13133	F1D8N1	ENSG00000025434
	F8WC63	ENSG00000025434
	E9PID2	ENSG00000025434
Q9HCU5		ENSG00000138073
	F8WCS5	ENSG00000138073
	B5MC98	ENSG00000138073
	H7C0W3	ENSG00000138073
	H7C2N7	ENSG00000138073
	H7BZX0	ENSG00000138073
Q7RTU1		ENSG00000163792
P31276		ENSG00000123364
P31275		ENSG00000123407
O43248		ENSG00000123388
	J3KMZ0	ENSG00000123388
P31273		ENSG00000037965
Q08050	Q53Y49	ENSG00000111206
	A0A0D9SFF0	ENSG00000111206
Q08050	A0A2P9DTZ8	ENSG00000111206
Q08050	A0A2P9DTZ1	ENSG00000111206
	H0YG99	ENSG00000111206
	H0YGS4	ENSG00000111206
P53539		ENSG00000125740
	K7EJ89	ENSG00000125740
P53539	A0A024R0P6	ENSG00000125740
	K7ERZ8	ENSG00000125740
	K7EKA0	ENSG00000125740
Q96PE6		ENSG00000141946
O43296		ENSG00000083844
	M0QXF3	ENSG00000083844
	M0QZT5	ENSG00000083844
	M0QZJ4	ENSG00000083844
	M0R146	ENSG00000083844
Q9HCX3		ENSG00000131845
	E7EQD3	ENSG00000131845
	M0QZ59	ENSG00000131845
	M0QZZ8	ENSG00000152433
Q8IVP9		ENSG00000152433
	M0QX63	ENSG00000152433
	M0QYW2	ENSG00000152433
Q8N5P1		ENSG00000144161
Q9UQR1		ENSG00000163848
Q9UQR1	C9JRX0	ENSG00000163848
	G5E9X2	ENSG00000163848
	C9J6Y6	ENSG00000163848
	C9K0U4	ENSG00000163848
Q9H9Z2		ENSG00000131914
Q96MA1		ENSG00000143006
Q8TE85		ENSG00000158055
	A0A8I5KUQ1	ENSG00000158055
Q8TE85	E9PLT6	ENSG00000158055
Q8TE85	E9PLG9	ENSG00000158055
A1A519		ENSG00000164334
	D6RIE9	ENSG00000164334
	A0A8Q3SHZ7	ENSG00000164334
Q96NG5		ENSG00000167785
	M0R287	ENSG00000167766
P51522	A0A024R4L3	ENSG00000167766
	L0R8M2	ENSG00000167766
	A0A994J556	ENSG00000167766
	A0A994J7N2	ENSG00000167766
	A0A994J5F7	ENSG00000167766
	M0R3A5	ENSG00000167766
	A0A994J813	ENSG00000167766
	A0A8I5KXN5	ENSG00000167766
	M0R099	ENSG00000167766
	M0R0P3	ENSG00000167766
	A0A994J561	ENSG00000167766
	M0R1T0	ENSG00000167766
P14921		ENSG00000134954
	V9GYD6	ENSG00000134954
O95936		ENSG00000163508
P35711	A0A024RB06	ENSG00000134532
	F5H0I3	ENSG00000134532
P35711		ENSG00000134532
	A0A994J7C0	ENSG00000134532
	A0A994J4A9	ENSG00000134532
	A0A994J6X9	ENSG00000134532
	T2CZM2	ENSG00000134532
	I3L0A5	ENSG00000134532
	A0A994J4I4	ENSG00000134532
	G3V0H1	ENSG00000134532
	F5GWL1	ENSG00000134532
	A0A2R8Y7P3	ENSG00000134532
	A0A2R8Y5Q1	ENSG00000134532
Q9H582		ENSG00000122482
	B7Z4J8	ENSG00000113761
Q9UL40		ENSG00000113761
	B7Z4N4	ENSG00000113761
	B7Z6B6	ENSG00000113761
	D6RJ07	ENSG00000113761
	B7Z6Q2	ENSG00000113761
Q14814		ENSG00000116604
	Q05BX2	ENSG00000116604
	A0A0G2JLL8	ENSG00000116604
Q9Y5W3		ENSG00000127528
	K7EJ60	ENSG00000127528
O95625		ENSG00000066422
