UniProtKB/Swiss-Prot ID	UniProtKB/TrEMBL ID	Gene stable ID
	A0A8I5KRR0	ENSG00000066422
	A0A994J7A5	ENSG00000066422
	A0A8I5QKX4	ENSG00000066422
	A0A8I5KU41	ENSG00000066422
	A0A8I5KRB5	ENSG00000066422
	C9J2L2	ENSG00000066422
Q9UIW0	F1T0K5	ENSG00000116035
	C9J5E3	ENSG00000116035
	A0A2R8Y6H5	ENSG00000116035
P14653		ENSG00000120094
P14651		ENSG00000120093
	F8VXG0	ENSG00000120093
	C9J2I3	ENSG00000120093
	F8W1L2	ENSG00000120093
P09067		ENSG00000120075
P17509		ENSG00000108511
	I3L383	ENSG00000120068
P17481		ENSG00000120068
	I3L3R1	ENSG00000120068
		ENSG00000105722
P50548	A0A024R0L4	ENSG00000105722
P50548		ENSG00000105722
	M0QXN0	ENSG00000105722
	M0QX79	ENSG00000105722
	H0YL59	ENSG00000105717
Q9BYU1		ENSG00000105717
Q96IU2		ENSG00000132846
	D6RIC4	ENSG00000132846
	F5GZR7	ENSG00000139154
	G5EA50	ENSG00000139154
Q6ZN18		ENSG00000139154
	A0A669KBC9	ENSG00000139154
	A0A669KBL4	ENSG00000139154
	H0YH08	ENSG00000139154
	H7BYT4	ENSG00000139154
Q96N77		ENSG00000167528
	H0YHX6	ENSG00000167528
	F8VSM8	ENSG00000167528
	F8VXJ5	ENSG00000167528
	F8VZ73	ENSG00000167528
	F8VZV7	ENSG00000167528
P16220	Q53X93	ENSG00000118260
P16220	Q5U0J5	ENSG00000118260
	E7EWP8	ENSG00000118260
	C9JBT4	ENSG00000118260
	C9J276	ENSG00000118260
	C9JCI4	ENSG00000118260
	C9J896	ENSG00000118260
	C9J4L5	ENSG00000118260
	H7C3I0	ENSG00000118260
	H7C1R5	ENSG00000118260
Q6S9Z5		ENSG00000164185
	A0A8V8TM77	ENSG00000164185
	A0A8V8TNM7	ENSG00000164185
	D6RCA7	ENSG00000164185
	D6RFM9	ENSG00000164185
P78337	X5D9A5	ENSG00000069011
	D6R9U1	ENSG00000069011
	D6R955	ENSG00000069011
Q9H6B1		ENSG00000151789
	A0A994J5P6	ENSG00000151789
	A0A2R8YG37	ENSG00000151789
	A0A994J5B7	ENSG00000151789
	A0A994J7Y4	ENSG00000151789
	F8WEJ0	ENSG00000151789
	A0A994J524	ENSG00000151789
	A0A3B3IUA5	ENSG00000151789
	A0A994J7K4	ENSG00000151789
	A0A994J5Q0	ENSG00000151789
	A0A994J5C1	ENSG00000151789
	A0A2R8Y4E5	ENSG00000151789
	A0A994J528	ENSG00000151789
Q8WY36		ENSG00000114439
	C9JA69	ENSG00000114439
	C9JYU6	ENSG00000114439
	C9JD74	ENSG00000114439
	C9IYG9	ENSG00000114439
	C9JNU3	ENSG00000114439
	C9IYS9	ENSG00000114439
	C9JE62	ENSG00000114439
	C9JZA0	ENSG00000114439
	C9J8D0	ENSG00000114439
	C9JIZ2	ENSG00000114439
	C9J0J4	ENSG00000114439
	C9J067	ENSG00000114439
	C9K0D1	ENSG00000114439
	C9JC04	ENSG00000114439
	C9JSH4	ENSG00000114439
	H7C1U1	ENSG00000114439
	H7C1Q0	ENSG00000114439
P50221		ENSG00000005102
	A0A0A0MQU7	ENSG00000135100
	U3KQS6	ENSG00000135100
	H0YND5	ENSG00000135100
	E0YMI8	ENSG00000135100
P20823		ENSG00000135100
	F5H3Z5	ENSG00000135100
	A0A0A0MTK8	ENSG00000135100
	F5H0K0	ENSG00000135100
	A0A804HJE2	ENSG00000126746
		ENSG00000126746
Q8TF68		ENSG00000126746
	R4GMR4	ENSG00000126746
	E9PHB3	ENSG00000126746
	F5H8L7	ENSG00000126746
	F5H105	ENSG00000126746
	F5H6N8	ENSG00000126746
	F5GYZ1	ENSG00000126746
	F5H3Z9	ENSG00000126746
	F5H0D6	ENSG00000126746
Q92988		ENSG00000108813
	H0YEU4	ENSG00000118058
		ENSG00000118058
	A0A3B3ITT0	ENSG00000118058
Q03164		ENSG00000118058
	H7C5V8	ENSG00000118058
	A0A3B3ISN4	ENSG00000118058
	H7C5W4	ENSG00000118058
	E9PR05	ENSG00000118058
	A0A8I5KXR3	ENSG00000118058
	A0A8I5KTQ4	ENSG00000118058
	A0A8I5KRT6	ENSG00000118058
	A0A8I5KRW5	ENSG00000118058
	A0A8I5QJJ1	ENSG00000118058
	A0A8I5KVV7	ENSG00000118058
	A0A8I5KVD4	ENSG00000118058
	A0A8I5KQV5	ENSG00000118058
	A0A3B3ITT7	ENSG00000118058
	A0A8I5KY70	ENSG00000118058
	A0A8I5KQ03	ENSG00000118058
	A0A8I5KW84	ENSG00000118058
P12757		ENSG00000136603
	C9J8R9	ENSG00000136603
	H7C4V3	ENSG00000136603
Q16534		ENSG00000108924
	I3L386	ENSG00000108924
	I3L4R4	ENSG00000108924
P15173		ENSG00000122180
	E9PS59	ENSG00000143379
	A0A8I5KT93	ENSG00000143379
Q15047		ENSG00000143379
	B0QZE6	ENSG00000143379
	E9PQM8	ENSG00000143379
	X6R732	ENSG00000143379
	E9PRF4	ENSG00000143379
	E9PAP1	ENSG00000143379
	X6RHV1	ENSG00000143379
Q13029		ENSG00000116731
	D6RAA0	ENSG00000116731
	H0Y9J3	ENSG00000116731
	D6RED5	ENSG00000116731
	D6RJM6	ENSG00000116731
	S4R3F7	ENSG00000116731
P17022		ENSG00000154957
	J3KSA1	ENSG00000154957
	J3KTA0	ENSG00000154957
	J3KSC1	ENSG00000154957
	A0A024RBL7	ENSG00000120832
Q49AM1	A0A024RBL7	ENSG00000120832
	F8VSD8	ENSG00000120832
	F8VXH5	ENSG00000120832
	F8VSL4	ENSG00000120832
P15408		ENSG00000075426
	C9JCN8	ENSG00000075426
O14529		ENSG00000111249
	F5GWR6	ENSG00000111249
P82094	A0A024R370	ENSG00000144747
	A0A2R8Y7M0	ENSG00000144747
P82094		ENSG00000144747
	F8WF45	ENSG00000144747
P17542		ENSG00000162367
		ENSG00000066336
P17947		ENSG00000066336
	F5GZ94	ENSG00000066336
	F5H3K6	ENSG00000066336
Q13207	A0A024QZ86	ENSG00000121068
	F8WCM9	ENSG00000121068
	K7EPY2	ENSG00000121075
P57082		ENSG00000121075
P42226		ENSG00000166888
		ENSG00000166888
	G3V5I8	ENSG00000166888
	G3V370	ENSG00000166888
	A0A494C0T4	ENSG00000166888
	G3V2L2	ENSG00000166888
	H0YIY2	ENSG00000166888
	G3V568	ENSG00000166888
	H0YJH6	ENSG00000166888
	G3V5K5	ENSG00000166888
	G3V2M3	ENSG00000166888
	Q5FBW6	ENSG00000166888
	A0A1W2PNW1	ENSG00000166888
Q9Y2W7	A0A024RE22	ENSG00000115041
	A0A8V8TMV8	ENSG00000115041
Q9Y2W7		ENSG00000115041
O95251		ENSG00000136504
	A0A9L9PXL5	ENSG00000136504
	A0A9L9PWZ9	ENSG00000136504
	A0A9L9PY29	ENSG00000136504
	A0A6Q8PHH2	ENSG00000136504
	A0A9L9PX81	ENSG00000136504
	A0A9L9PXJ9	ENSG00000136504
	A0A9L9PXR4	ENSG00000136504
	A0A9L9PXC5	ENSG00000136504
	A0A9L9PXP8	ENSG00000136504
		ENSG00000136504
	A0A9L9PXR9	ENSG00000136504
	D6RFZ5	ENSG00000136504
	E7EUP3	ENSG00000136504
	A0A9L9PXM0	ENSG00000136504
	A0A9L9PX04	ENSG00000136504
	B4DGH8	ENSG00000136504
Q9NZI7		ENSG00000153560
Q9NZI7	A0A024R2J0	ENSG00000153560
	F8WEP8	ENSG00000153560
	C9JWL3	ENSG00000153560
Q9HB58		ENSG00000135899
	A0A8V8TN67	ENSG00000135899
	G5E9C0	ENSG00000135899
	A0A8V8TLE9	ENSG00000135899
	A0A8V8TLH4	ENSG00000135899
	A0A8V8TMX7	ENSG00000135899
	E7EM70	ENSG00000135899
	C9JZQ4	ENSG00000135899
	A0A669KB56	ENSG00000115415
	A0A669KBA4	ENSG00000115415
P42224		ENSG00000115415
	A0A8V8TN81	ENSG00000115415
	D2KFR9	ENSG00000115415
	A0A8V8TLI6	ENSG00000115415
	A0A8V8TMY9	ENSG00000115415
	A0A669KBI6	ENSG00000115415
	A0A669KBK4	ENSG00000115415
	Q67C41	ENSG00000115415
	A0A669KB68	ENSG00000115415
	A0A669KB17	ENSG00000115415
	A0A669KB53	ENSG00000115415
	A0A669KB52	ENSG00000115415
	A0A669KB75	ENSG00000115415
P42224	J3KPM9	ENSG00000115415
	E7EPD2	ENSG00000115415
	E7ENM1	ENSG00000115415
	E9PH66	ENSG00000115415
P36402		ENSG00000081059
	B7WNT5	ENSG00000081059
	E5RJ51	ENSG00000081059
	E5RGQ1	ENSG00000081059
	E5RG75	ENSG00000081059
	E5RG34	ENSG00000081059
	E5RGJ5	ENSG00000081059
	H0YBM1	ENSG00000081059
	E5RHL1	ENSG00000081059
	H0YBC8	ENSG00000081059
	H0YAR8	ENSG00000081059
	H0YBP2	ENSG00000081059
	K7EMT8	ENSG00000072310
P36956		ENSG00000072310
	K7EKR7	ENSG00000072310
	S4R3B4	ENSG00000072310
	K7EMD1	ENSG00000072310
	K7EIW8	ENSG00000072310
	F6V242	ENSG00000072310
	J3QLB6	ENSG00000072310
Q96K75		ENSG00000144026
	C9K038	ENSG00000144026
Q8WTV1		ENSG00000041988
	K7EIZ2	ENSG00000041988
	R4GNH0	ENSG00000041988
Q13952		ENSG00000066136
	Q5T6K7	ENSG00000066136
	E9PJA8	ENSG00000066136
	Q5T6K5	ENSG00000066136
	E9PQR2	ENSG00000066136
	E9PI99	ENSG00000066136
	E9PL11	ENSG00000066136
	A0A0A0MT00	ENSG00000066136
	H0Y803	ENSG00000066136
P41182		ENSG00000113916
	A0A0C4DH53	ENSG00000113916
	C9JCS5	ENSG00000113916
	C9JL16	ENSG00000113916
	A0A286YFJ7	ENSG00000167182
	A0A1B0GVH1	ENSG00000167182
	A0A1B0GV29	ENSG00000167182
Q02086		ENSG00000167182
	A0A1B0GTK3	ENSG00000167182
Q06413	A0A024RAL7	ENSG00000081189
Q06413		ENSG00000081189
	A0A9L9PYA3	ENSG00000081189
	A0A1B0GV32	ENSG00000081189
	A0A0D9SGI5	ENSG00000081189
	A0A0R4J2G5	ENSG00000081189
	D6RJG6	ENSG00000081189
Q06413	A0A024RAL6	ENSG00000081189
	A0A0D9SFD0	ENSG00000081189
	A0A0D9SG58	ENSG00000081189
	A0A0D9SFV9	ENSG00000081189
	A0A0D9SGF3	ENSG00000081189
	D8L7E9	ENSG00000081189
	D6RC63	ENSG00000081189
	D6R942	ENSG00000081189
	A0A0D9SET2	ENSG00000081189
	D6RJA7	ENSG00000081189
	D6RB91	ENSG00000081189
	D6RCM6	ENSG00000081189
	D6RG21	ENSG00000081189
	A0A1B0GTW4	ENSG00000081189
	D6RG14	ENSG00000081189
	A0A1B0GVI4	ENSG00000081189
	D6RJ95	ENSG00000081189
	A0A0G2JLG9	ENSG00000082641
	J3QLQ1	ENSG00000082641
Q14494		ENSG00000082641
	J9JIE5	ENSG00000082641
	J3QQY8	ENSG00000082641
		ENSG00000082641
	J3KSE0	ENSG00000082641
	J3QR31	ENSG00000082641
	J3KSR3	ENSG00000082641
	J3KTG6	ENSG00000082641
	J3QRG7	ENSG00000082641
	B4DYE1	ENSG00000082641
	J3QKY3	ENSG00000082641
	F5H1B7	ENSG00000082641
	J3QQQ1	ENSG00000082641
	J3QQH8	ENSG00000082641
	J3KRF3	ENSG00000082641
	A0A8V8TPL7	ENSG00000162924
Q04864		ENSG00000162924
	A0A8V8TMU9	ENSG00000162924
	A0A8V8TMW2	ENSG00000162924
Q96GD3		ENSG00000010803
	A0A8Q3SHN2	ENSG00000010803
	A0A087WW29	ENSG00000010803
	A0A8Q3SHR9	ENSG00000010803
	B4DWE6	ENSG00000010803
	A0A8V8TN40	ENSG00000116044
	A0A8V8TPF0	ENSG00000116044
	A0A8V8TNS1	ENSG00000116044
	A0A8V8TN41	ENSG00000116044
	A0A8V8TPN5	ENSG00000116044
	A0A8V8TPL6	ENSG00000116044
	A0A8V8TQ20	ENSG00000116044
	A0A8V8TNQ8	ENSG00000116044
	A0A8V8TN31	ENSG00000116044
	H7C498	ENSG00000116044
Q16236		ENSG00000116044
	A0A8V8TPC8	ENSG00000116044
	K7EIW5	ENSG00000116044
	A0A8V8TNI6	ENSG00000116044
Q16236	C9J0Y1	ENSG00000116044
	A0A8V8TN14	ENSG00000116044
	A0A8V8TPA8	ENSG00000116044
	A0A8V8TND9	ENSG00000116044
	A0A8V8TN85	ENSG00000116044
Q16236	C9J1A8	ENSG00000116044
	A0A8V8TPT8	ENSG00000116044
	A0A8V8TPM0	ENSG00000116044
	A0A8V8TNM0	ENSG00000116044
	A0A8V8TPX0	ENSG00000116044
	A0A8V8TN51	ENSG00000116044
	A0A8V8TPF4	ENSG00000116044
	K7ER33	ENSG00000116044
	A0A8V8TPI5	ENSG00000116044
	A0A8V8TNM5	ENSG00000116044
	A0A8V8TNJ6	ENSG00000116044
O14896	G0Z349	ENSG00000117595
O14896		ENSG00000117595
	A0A8Q3WL17	ENSG00000117595
	A0A2R8YHF3	ENSG00000117595
	B1AJU4	ENSG00000117595
Q9UH73		ENSG00000164330
	E5RFQ1	ENSG00000164330
Q9UPW6	A0A024R3U6	ENSG00000119042
	C9JR56	ENSG00000119042
Q9UPW6		ENSG00000119042
	A0A8V8TR16	ENSG00000119042
	A0A8V8TPF3	ENSG00000119042
	F8WCV6	ENSG00000119042
P43354	F1D8N6	ENSG00000153234
	A0A8V8TR19	ENSG00000153234
P43354		ENSG00000153234
	E9PBQ4	ENSG00000153234
	A0A8V8TPF8	ENSG00000153234
	A0A8V8TPV9	ENSG00000153234
	F1DAL2	ENSG00000153234
	F8W6I3	ENSG00000153234
	C9J8W4	ENSG00000153234
	C9IYM5	ENSG00000153234
	C9JWQ1	ENSG00000153234
Q14469		ENSG00000114315
Q96RE9		ENSG00000145908
	F8WE31	ENSG00000145908
	A0A0U1RQY2	ENSG00000164256
Q9NQV7	D6RD68	ENSG00000164256
Q9NQV7		ENSG00000164256
Q68G74		ENSG00000162624
	A0A8Q3WLD2	ENSG00000162624
	E7EQX7	ENSG00000141510
	A0A0U1RQC9	ENSG00000141510
		ENSG00000141510
	J3KP33	ENSG00000141510
P04637		ENSG00000141510
	A0A087WT22	ENSG00000141510
	A0A087WXZ1	ENSG00000141510
	A0A087X1Q1	ENSG00000141510
P04637	H2EHT1	ENSG00000141510
	K7PPA8	ENSG00000141510
	E7EMR6	ENSG00000141510
	E9PCY9	ENSG00000141510
	E9PFT5	ENSG00000141510
P04637	K7PPA8	ENSG00000141510
	E7ESS1	ENSG00000141510
	S4R334	ENSG00000141510
	A0A386NBZ1	ENSG00000141510
	I3L0W9	ENSG00000141510
P04198		ENSG00000134323
	A0A1W2PPD9	ENSG00000134323
Q99684		ENSG00000162676
	A0A8Q3SIQ6	ENSG00000162676
	A0A8Q3SIW2	ENSG00000162676
	A0A8Q3SJ16	ENSG00000162676
O75840	A0A024R3X8	ENSG00000118263
O75840		ENSG00000118263
O75840	C9JX20	ENSG00000118263
	A0A994J401	ENSG00000118263
	A0A994J6Y4	ENSG00000118263
	A0A994J3U4	ENSG00000118263
	E7EQY2	ENSG00000118263
	E7EUU0	ENSG00000118263
	E9PHC9	ENSG00000118263
Q99717	Q68DB7	ENSG00000113658
	D6RIZ9	ENSG00000113658
	D6RBB4	ENSG00000113658
		ENSG00000113658
	D6R9D4	ENSG00000113658
	H0YAK7	ENSG00000113658
	H0YAM3	ENSG00000113658
	A0A590UJD8	ENSG00000162601
Q5VVJ2		ENSG00000162601
	A0A8V8TMF1	ENSG00000162601
	A0A8V8TKW8	ENSG00000162601
	A0A590UJW2	ENSG00000162601
	A0A590UK32	ENSG00000162601
	A0A590UJT8	ENSG00000162601
P51449	F1D8P6	ENSG00000143365
P51449	Q6I9R9	ENSG00000143365
	A0A494C0S6	ENSG00000143365
	A0A8V8TL94	ENSG00000143365
	A0A494C174	ENSG00000143365
	A0A494C0H2	ENSG00000143365
	A0A1W2PRM4	ENSG00000143365
Q06710	A0A024R4X8	ENSG00000125618
Q06710	A0A024R524	ENSG00000125618
Q06710		ENSG00000125618
Q06710	R9W7C9	ENSG00000125618
	A0A7P0T907	ENSG00000125618
Q06710	H0YJD1	ENSG00000125618
Q06710	A0A024R531	ENSG00000125618
	H0YJZ5	ENSG00000125618
	A0A140TA56	ENSG00000125618
	G3V3F3	ENSG00000125618
O95343		ENSG00000138083
Q7Z6M4		ENSG00000122085
	H7C3Q3	ENSG00000122085
	E7EW93	ENSG00000122085
	H7C1N9	ENSG00000122085
	B5MBW3	ENSG00000122085
	B4DFP7	ENSG00000122085
	C9JNJ7	ENSG00000122085
	H7C316	ENSG00000122085
	B4DKD5	ENSG00000122085
	C9JX74	ENSG00000122085
	B1AKN8	ENSG00000162599
	A0A590UJ67	ENSG00000162599
	S4R3K4	ENSG00000162599
Q12857		ENSG00000162599
	A0A8V8TQG7	ENSG00000162599
	B1AKN5	ENSG00000162599
	A0A590UK09	ENSG00000162599
	A0A8V8TPN0	ENSG00000162599
	A0A590UK73	ENSG00000162599
	A0A8V8TQI3	ENSG00000162599
	A0A8V8TQV0	ENSG00000162599
	A0A590UJ82	ENSG00000162599
	A0A8V8TP49	ENSG00000162599
	A0A8V8TP65	ENSG00000162599
	S4R3W2	ENSG00000162599
	B1AKN7	ENSG00000162599
	B1AKN6	ENSG00000162599
	S4R308	ENSG00000162599
	A0A590UJU2	ENSG00000162599
	A0A590UK38	ENSG00000162599
	A0A8V8TPG7	ENSG00000162599
	A0A590UJA3	ENSG00000162599
	S4R3K5	ENSG00000162599
	S4R3W6	ENSG00000162599
P49450		ENSG00000115163
	F8WD88	ENSG00000115163
	A2A3Q2	ENSG00000143373
	F8WCX2	ENSG00000143373
Q8N1G0		ENSG00000143373
	H0Y5I5	ENSG00000143373
	A6PVV7	ENSG00000143373
P48382		ENSG00000143390
	H0Y4B4	ENSG00000143390
	F8W689	ENSG00000143390
	A0A0A0MSQ2	ENSG00000143390
	F6UE82	ENSG00000143390
	F6R6G4	ENSG00000143390
	F8WFE4	ENSG00000143390
	F6X9D6	ENSG00000143390
	F8WDU3	ENSG00000143390
	A0A0A0MSM9	ENSG00000143390
	A0A0A0MT34	ENSG00000143390
	F6S3S0	ENSG00000143390
	F2Z2G0	ENSG00000143390
	A0A087WZF2	ENSG00000135638
Q04741		ENSG00000135638
	F8W1B5	ENSG00000135638
	A0A1B0GW07	ENSG00000143614
Q8WXI9		ENSG00000143614
	A0A0U1RRM1	ENSG00000143614
	A0A0U1RR30	ENSG00000143614
	A0A994J4D5	ENSG00000143614
	A0A0U1RR34	ENSG00000143614
	A0A0U1RRK3	ENSG00000143614
	A0A1B0GVS4	ENSG00000143614
	A0A0C4DG96	ENSG00000135625
Q05215		ENSG00000135625
Q14765		ENSG00000138378
	C9JFG0	ENSG00000138378
	C9JM11	ENSG00000138378
	E9PBE2	ENSG00000138378
		ENSG00000138378
	A0A2R8Y693	ENSG00000138378
	E9PG69	ENSG00000138378
	A0A669KB49	ENSG00000065526
Q96T58		ENSG00000065526
	F6WRY4	ENSG00000065526
	H0Y5U7	ENSG00000065526
	A0A994J7B7	ENSG00000065526
P12755		ENSG00000157933
Q9UGL1		ENSG00000117139
	A0A3B3ITN3	ENSG00000117139
	A0A3B3IT25	ENSG00000117139
	A0A3B3ITA8	ENSG00000117139
	A0A3B3ITE7	ENSG00000117139
	A0A3B3IS40	ENSG00000117139
	A0A3B3ISE6	ENSG00000117139
	A0A3B3ITJ7	ENSG00000117139
	A0A3B3ISK2	ENSG00000117139
	A0A3B3ITA9	ENSG00000117139
	B3KV94	ENSG00000117139
	A0A3B3IT51	ENSG00000117139
	A0A3B3IT85	ENSG00000117139
	R4GN45	ENSG00000117139
	A0A3B3IS31	ENSG00000117139
	A0A3B3ITR1	ENSG00000117139
	A0A3B3ITJ3	ENSG00000117139
	A0A3B3ITR3	ENSG00000117139
Q969G2	A0A0S2Z5S4	ENSG00000121454
	H0YKF4	ENSG00000121454
Q13761		ENSG00000020633
Q13761	A0A024RAH4	ENSG00000020633
	J3KP55	ENSG00000144355
	F8VXJ2	ENSG00000144355
P56177	X5D2F9	ENSG00000144355
P56177		ENSG00000144355
	A0A0A0MSL2	ENSG00000030419
	A0A0A0MT14	ENSG00000030419
Q9UKS7		ENSG00000030419
	B4DWF2	ENSG00000030419
	E7EUI1	ENSG00000030419
	E7EPU0	ENSG00000030419
	E7ES26	ENSG00000030419
Q9Y543		ENSG00000069812
	K7EJN2	ENSG00000069812
	K7EJQ0	ENSG00000069812
O00470		ENSG00000143995
	H0YNY8	ENSG00000143995
	U3KPR8	ENSG00000143995
	F5GYS8	ENSG00000143995
	E9PDC4	ENSG00000143995
Q07687	X5D7D8	ENSG00000115844
Q07687	Q53QU7	ENSG00000115844
Q07687		ENSG00000115844
O95076		ENSG00000156150
	A0A3B3IS30	ENSG00000156150
	Q5VTZ4	ENSG00000162772
P18847		ENSG00000162772
	A0A0A0MRJ2	ENSG00000162772
Q9NR55		ENSG00000123685
	C9JU29	ENSG00000117707
Q92786		ENSG00000117707
	U3KPY6	ENSG00000117707
P12524		ENSG00000116990
	E9PQS5	ENSG00000116990
Q9C0F3		ENSG00000125945
		ENSG00000125945
O15350	A1PQX5	ENSG00000078900
O15350		ENSG00000078900
	A1PQX5	ENSG00000078900
	A0A0C4DFW9	ENSG00000078900
		ENSG00000009709
P23759		ENSG00000009709
Q9UN79		ENSG00000143842
	E9PKD6	ENSG00000143842
	E9PPW0	ENSG00000143842
	H0YDQ5	ENSG00000143842
P28324	A0A024R985	ENSG00000158711
P28324	A0A024R997	ENSG00000158711
	A0A087X2F7	ENSG00000158711
Q96LI6		ENSG00000169953
Q96LI6		ENSG00000172468
Q8IUE0		ENSG00000176679
Q05066	A7WPU8	ENSG00000184895
Q9ULJ3		ENSG00000173276
	E7EVF9	ENSG00000173276
	Q5KS07	ENSG00000173276
O00570		ENSG00000182968
Q2M1V0		ENSG00000175329
A1YPR0	B2RG49	ENSG00000184828
	A0A1B0GXF8	ENSG00000184828
	B2RG63	ENSG00000184828
	B2RG53	ENSG00000184828
	B2RG76	ENSG00000184828
Q01101		ENSG00000173404
Q9NQ03		ENSG00000215397
O43829		ENSG00000198081
	J3QLI2	ENSG00000198081
	J3QL74	ENSG00000198081
	J3KRQ2	ENSG00000198081
Q96K83		ENSG00000198795
	J3KTI4	ENSG00000198795
	H7BYU6	ENSG00000198795
	J3QQI2	ENSG00000198795
	J3KSZ4	ENSG00000198795
	J3QRW6	ENSG00000198795
	J3KT07	ENSG00000198795
Q5VZB9		ENSG00000176399
Q06889		ENSG00000179388
	E5RIM5	ENSG00000179388
Q9HAK2		ENSG00000221818
	B7Z934	ENSG00000221818
Q2VWA4		ENSG00000215474
	F8VWK5	ENSG00000177426
Q15583		ENSG00000177426
	F8VW34	ENSG00000177426
	F8VUY0	ENSG00000177426
	F8VXG3	ENSG00000177426
	F8VYL4	ENSG00000177426
	F8W1J9	ENSG00000177426
	J3KS32	ENSG00000177426
	F8VVS9	ENSG00000177426
	F8VX54	ENSG00000177426
	F8VZH2	ENSG00000177426
O95475		ENSG00000184302
P35713		ENSG00000203883
P15884		ENSG00000196628
	A0A1B0GWD5	ENSG00000196628
P15884	A0A024R2C0	ENSG00000196628
	A0A1B0GW91	ENSG00000196628
	A0A1B0GV10	ENSG00000196628
	A0A1B0GVR6	ENSG00000196628
	A0A1B0GUT3	ENSG00000196628
	A0A1B0GVB8	ENSG00000196628
	A0A1B0GTP2	ENSG00000196628
	H3BPJ7	ENSG00000196628
	A0A0D9SGH7	ENSG00000196628
	A0A6Q8PGE3	ENSG00000196628
	H3BTP3	ENSG00000196628
	E9PH57	ENSG00000196628
	A0A0D9SG78	ENSG00000196628
	A0A0D9SFZ1	ENSG00000196628
	A0A0D9SEZ3	ENSG00000196628
	K7ESI6	ENSG00000196628
	A0A0D9SEK1	ENSG00000196628
	A0A0D9SFU5	ENSG00000196628
	H3BRF7	ENSG00000196628
	H3BT24	ENSG00000196628
	A0A0D9SFX5	ENSG00000196628
	H3BNZ2	ENSG00000196628
	H3BPG3	ENSG00000196628
	A0A0D9SF97	ENSG00000196628
	A0A0D9SF18	ENSG00000196628
	H3BTZ0	ENSG00000196628
	A0A0D9SGE4	ENSG00000196628
	H3BTM9	ENSG00000196628
	A0A0D9SGE7	ENSG00000196628
	G0LNT7	ENSG00000196628
	A0A1B0GXH5	ENSG00000196628
	A0A075B723	ENSG00000196628
	A0A0D9SG61	ENSG00000196628
	A0A0D9SGE5	ENSG00000196628
	A0A0D9SEX8	ENSG00000196628
	A0A0E3D6N2	ENSG00000196628
	H3BTC3	ENSG00000196628
	H3BP59	ENSG00000196628
	H3BUQ3	ENSG00000196628
	H3BMC8	ENSG00000196628
	A0A0D9SG55	ENSG00000196628
	G0LNT4	ENSG00000196628
	H3BNI2	ENSG00000196628
	H3BME8	ENSG00000196628
	A0A0D9SGJ4	ENSG00000196628
	A0A0D9SG44	ENSG00000196628
	H3BT95	ENSG00000196628
	H3BML7	ENSG00000196628
Q8IYB9		ENSG00000272602
	A0A075B7G3	ENSG00000272602
	A0A075B7G4	ENSG00000272602
	E9PN20	ENSG00000272602
Q02548		ENSG00000196092
	E7EQT0	ENSG00000196092
	E7ERK2	ENSG00000196092
	E7ERW5	ENSG00000196092
	E7ES87	ENSG00000196092
	C0KTE2	ENSG00000196092
	H0YB47	ENSG00000196092
P01100	Q6FG41	ENSG00000170345
	G3V289	ENSG00000170345
	G3V5N9	ENSG00000170345
P01100		ENSG00000170345
	G3V5J9	ENSG00000170345
	G3V5N7	ENSG00000170345
	H0YJM3	ENSG00000170345
	G3V2V7	ENSG00000170345
	C9J444	ENSG00000205927
Q13516		ENSG00000205927
Q8TAK6		ENSG00000184221
	H7C404	ENSG00000184221
	F1T0J4	ENSG00000215612
Q9NP08		ENSG00000215612
Q9H4S2		ENSG00000169840
Q5VYV0		ENSG00000204612
Q7RTS3		ENSG00000168267
	A0A1W2PQC4	ENSG00000168267
	A0A1W2PRT5	ENSG00000168267
	A0A1W2PPH2	ENSG00000168267
	A0A1W2PR29	ENSG00000168267
	A0A1W2PQF5	ENSG00000168267
O15391		ENSG00000230797
	G3V3E1	ENSG00000188779
	G3V5H7	ENSG00000188779
P84550		ENSG00000188779
Q99853		ENSG00000171956
Q6PJQ5		ENSG00000189299
	A0A087X1D4	ENSG00000196693
	A0A087WXF4	ENSG00000196693
Q06732		ENSG00000196693
	A0A087WVA3	ENSG00000196693
	A0A087WXT3	ENSG00000196693
O15062	Q5T942	ENSG00000168795
Q6VB84		ENSG00000187559
Q3SXZ3		ENSG00000250312
	A0A2R8Y4V3	ENSG00000250312
Q14186	A0A024RDY4	ENSG00000198176
	F5H452	ENSG00000198176
	Q5JSB5	ENSG00000198176
	Q5JSB6	ENSG00000198176
	A0A2R8Y5N3	ENSG00000232040
Q6R2W3	A0A1U9X8W9	ENSG00000232040
O60422		ENSG00000205922
Q6MZP7		ENSG00000189308
	D6REW4	ENSG00000189308
	A0A2R8Y739	ENSG00000196767
Q9BZM3		ENSG00000180613
	D6R903	ENSG00000180613
Q5VUA4		ENSG00000171467
	U3KQ37	ENSG00000171467
Q5H9I0		ENSG00000183434
	S4R3K0	ENSG00000198824
Q96JM3	A0A2R8Y4S6	ENSG00000198824
Q96JM3		ENSG00000198824
Q96JM3	A0A2R8Y735	ENSG00000198824
	D6RC19	ENSG00000174796
	D6RJG2	ENSG00000174796
	D6REQ5	ENSG00000174796
	D6REL7	ENSG00000174796
Q8TBB0	A0A024RDF9	ENSG00000174796
Q8TBB0		ENSG00000174796
	D6RFK7	ENSG00000174796
	D6RBC3	ENSG00000174796
